origin,destination,count
"Eritrea","Poland","23"
"Ethiopia","Poland","43"
"Kenya","Poland","61"
"Mozambique","Poland","26"
"Uganda","Poland","63"
"United Republic of Tanzania","Poland","68"
"Zambia","Poland","41"
"Zimbabwe","Poland","103"
"Australia","Poland","908"
"New Zealand","Poland","106"
"Cuba","Poland","225"
"Dominican Republic","Poland","20"
"Argentina","Poland","273"
"Bolivia (Plurinational State of)","Poland","48"
"Brazil","Poland","261"
"Chile","Poland","60"
"Colombia","Poland","123"
"Ecuador","Poland","45"
"Guyana","Poland","25"
"Peru","Poland","112"
"Uruguay","Poland","94"
"Venezuela (Bolivarian Republic of)","Poland","72"
"Costa Rica","Poland","36"
"Mexico","Poland","211"
"Panama","Poland","33"
"Canada","Poland","2951"
"United States of America","Poland","13671"
"Azerbaijan","Republic of Moldova","984"
"Georgia","Republic of Moldova","932"
"Israel","Republic of Moldova","81"
"Turkey","Republic of Moldova","184"
"Mongolia","Republic of Moldova","92"
"Kazakhstan","Republic of Moldova","5183"
"Uzbekistan","Republic of Moldova","1057"
"Greece","Republic of Moldova","80"
"Italy","Republic of Moldova","244"
"Portugal","Republic of Moldova","105"
"Germany","Republic of Moldova","898"
"Belarus","Republic of Moldova","3326"
"Bulgaria","Republic of Moldova","121"
"Czech Republic","Republic of Moldova","136"
"Hungary","Republic of Moldova","182"
"Poland","Republic of Moldova","208"
"Romania","Republic of Moldova","1350"
"Russian Federation","Republic of Moldova","59259"
"Ukraine","Republic of Moldova","64009"
"Bangladesh","Romania","119"
"India","Romania","67"
"Iran (Islamic Republic of)","Romania","1233"
"Pakistan","Romania","427"
"Armenia","Romania","27"
"Cyprus","Romania","58"
"Georgia","Romania","57"
"Iraq","Romania","1326"
"Israel","Romania","1772"
"Jordan","Romania","58"
"Lebanon","Romania","176"
"State of Palestine","Romania","40"
"Syrian Arab Republic","Romania","2499"
"Turkey","Romania","5555"
"Viet Nam","Romania","60"
"China","Romania","3522"
"Kazakhstan","Romania","35"
"Albania","Romania","130"
"Greece","Romania","4270"
"Italy","Romania","26380"
"Portugal","Romania","142"
"Serbia","Romania","1563"
"Spain","Romania","22914"
"Austria","Romania","195"
"Belgium","Romania","223"
"France","Romania","4363"
"Germany","Romania","4124"
"Netherlands","Romania","115"
"Switzerland","Romania","49"
"Bulgaria","Romania","11154"
"Czech Republic","Romania","69"
"Hungary","Romania","5967"
"Poland","Romania","166"
"Republic of Moldova","Romania","81856"
"Russian Federation","Romania","5145"
"Ukraine","Romania","9641"
"Denmark","Romania","73"
"Ireland","Romania","155"
"Lithuania","Romania","33"
"Norway","Romania","50"
"Sweden","Romania","81"
"United Kingdom of Great Britain and Northern Ireland","Romania","3124"
"Algeria","Romania","146"
"Egypt","Romania","70"
"Morocco","Romania","107"
"Tunisia","Romania","1078"
"Cameroon","Romania","58"
"Ghana","Romania","108"
"Guinea","Romania","74"
"Mali","Romania","110"
"Nigeria","Romania","229"
"Senegal","Romania","36"
"Cuba","Romania","54"
"Dominican Republic","Romania","35"
"Brazil","Romania","44"
"Chile","Romania","25"
"Paraguay","Romania","26"
"Venezuela (Bolivarian Republic of)","Romania","35"
"Mexico","Romania","127"
"United States of America","Romania","2470"
"Afghanistan","Russian Federation","5095"
"Bangladesh","Russian Federation","471"
"India","Russian Federation","5701"
"Iran (Islamic Republic of)","Russian Federation","2012"
"Maldives","Russian Federation","45"
"Nepal","Russian Federation","175"
"Pakistan","Russian Federation","728"
"Sri Lanka","Russian Federation","588"
"Armenia","Russian Federation","527287"
"Azerbaijan","Russian Federation","767339"
"Cyprus","Russian Federation","716"
"Georgia","Russian Federation","450221"
"Iraq","Russian Federation","986"
"Israel","Russian Federation","3649"
"Jordan","Russian Federation","816"
"Kuwait","Russian Federation","85"
"Lebanon","Russian Federation","968"
"Oman","Russian Federation","52"
"Qatar","Russian Federation","26"
"Saudi Arabia","Russian Federation","219"
"State of Palestine","Russian Federation","566"
"Syrian Arab Republic","Russian Federation","3265"
"Turkey","Russian Federation","10237"
"United Arab Emirates","Russian Federation","355"
"Yemen","Russian Federation","648"
"Cambodia","Russian Federation","114"
"Indonesia","Russian Federation","163"
"Lao People's Democratic Republic","Russian Federation","122"
"Malaysia","Russian Federation","1556"
"Myanmar","Russian Federation","626"
"Philippines","Russian Federation","147"
"Singapore","Russian Federation","50"
"Thailand","Russian Federation","217"
"Viet Nam","Russian Federation","13671"
"China","Russian Federation","56171"
"China, Hong Kong Special Administrative Region","Russian Federation","60"
"Democratic People's Republic of Korea","Russian Federation","10624"
"Japan","Russian Federation","1025"
"Mongolia","Russian Federation","21144"
"Republic of Korea","Russian Federation","3721"
"Kazakhstan","Russian Federation","2560269"
"Kyrgyzstan","Russian Federation","591349"
"Tajikistan","Russian Federation","466508"
"Turkmenistan","Russian Federation","185664"
"Uzbekistan","Russian Federation","1146803"
"Albania","Russian Federation","234"
"Bosnia and Herzegovina","Russian Federation","515"
"Croatia","Russian Federation","321"
"Greece","Russian Federation","1952"
"Italy","Russian Federation","1896"
"Malta","Russian Federation","54"
"Montenegro","Russian Federation","263"
"Portugal","Russian Federation","232"
"San Marino","Russian Federation","46"
"Slovenia","Russian Federation","350"
"Spain","Russian Federation","1394"
"The former Yugoslav Republic of Macedonia","Russian Federation","255"
"Austria","Russian Federation","2953"
"Belgium","Russian Federation","471"
"France","Russian Federation","2567"
"Germany","Russian Federation","142026"
"Luxembourg","Russian Federation","36"
"Monaco","Russian Federation","45"
"Netherlands","Russian Federation","548"
"Switzerland","Russian Federation","580"
"Belarus","Russian Federation","764279"
"Bulgaria","Russian Federation","5841"
"Czech Republic","Russian Federation","11257"
"Hungary","Russian Federation","16841"
"Poland","Russian Federation","29207"
"Republic of Moldova","Russian Federation","294314"
"Romania","Russian Federation","3911"
"Slovakia","Russian Federation","1832"
"Ukraine","Russian Federation","3269992"
"Denmark","Russian Federation","231"
"Estonia","Russian Federation","58751"
"Finland","Russian Federation","2210"
"Iceland","Russian Federation","44"
"Ireland","Russian Federation","175"
"Latvia","Russian Federation","89389"
"Lithuania","Russian Federation","71078"
"Norway","Russian Federation","701"
"Sweden","Russian Federation","475"
"United Kingdom of Great Britain and Northern Ireland","Russian Federation","1741"
"Algeria","Russian Federation","778"
"Egypt","Russian Federation","1060"
"Libya","Russian Federation","270"
"Morocco","Russian Federation","1101"
"Sudan","Russian Federation","258"
"Tunisia","Russian Federation","335"
"Western Sahara","Russian Federation","31"
"Angola","Russian Federation","511"
"Cameroon","Russian Federation","334"
"Central African Republic","Russian Federation","91"
"Chad","Russian Federation","152"
"Congo","Russian Federation","580"
"Equatorial Guinea","Russian Federation","104"
"Benin","Russian Federation","94"
"Burkina Faso","Russian Federation","445"
"Cabo Verde","Russian Federation","45"
"Côte d'Ivoire","Russian Federation","110"
"Ghana","Russian Federation","316"
"Guinea","Russian Federation","204"
"Guinea-Bissau","Russian Federation","131"
"Mali","Russian Federation","73"
"Niger","Russian Federation","30"
"Nigeria","Russian Federation","796"
"Senegal","Russian Federation","73"
"Botswana","Russian Federation","28"
"Namibia","Russian Federation","121"
"South Africa","Russian Federation","240"
"Burundi","Russian Federation","131"
"Comoros","Russian Federation","88"
"Ethiopia","Russian Federation","272"
"Kenya","Russian Federation","451"
"Madagascar","Russian Federation","84"
"Malawi","Russian Federation","29"
"Mauritius","Russian Federation","64"
"Mozambique","Russian Federation","111"
"Rwanda","Russian Federation","45"
"Somalia","Russian Federation","59"
"Uganda","Russian Federation","82"
"United Republic of Tanzania","Russian Federation","217"
"Zambia","Russian Federation","471"
"Zimbabwe","Russian Federation","73"
"American Samoa","Russian Federation","43"
"Tuvalu","Russian Federation","582"
"Australia","Russian Federation","543"
"New Zealand","Russian Federation","86"
"Northern Mariana Islands","Russian Federation","50"
"Anguilla","Russian Federation","49"
"Cuba","Russian Federation","2227"
"Argentina","Russian Federation","252"
"Bolivia (Plurinational State of)","Russian Federation","84"
"Brazil","Russian Federation","433"
"Chile","Russian Federation","107"
"Colombia","Russian Federation","206"
"Ecuador","Russian Federation","241"
"Paraguay","Russian Federation","36"
"Peru","Russian Federation","277"
"Uruguay","Russian Federation","121"
"Venezuela (Bolivarian Republic of)","Russian Federation","98"
"Costa Rica","Russian Federation","32"
"Mexico","Russian Federation","204"
"Nicaragua","Russian Federation","60"
"Panama","Russian Federation","25"
"Canada","Russian Federation","558"
"United States of America","Russian Federation","4588"
"Afghanistan","Slovakia","153"
"India","Slovakia","149"
"Iran (Islamic Republic of)","Slovakia","127"
"Pakistan","Slovakia","85"
"Armenia","Slovakia","144"
"Azerbaijan","Slovakia","36"
"Cyprus","Slovakia","107"
"Georgia","Slovakia","79"
"Iraq","Slovakia","76"
"Israel","Slovakia","181"
"Jordan","Slovakia","56"
"Kuwait","Slovakia","72"
"Lebanon","Slovakia","105"
"Saudi Arabia","Slovakia","35"
"State of Palestine","Slovakia","38"
"Syrian Arab Republic","Slovakia","228"
"Turkey","Slovakia","308"
"United Arab Emirates","Slovakia","67"
"Yemen","Slovakia","35"
"Indonesia","Slovakia","28"
"Philippines","Slovakia","30"
"Thailand","Slovakia","62"
"Viet Nam","Slovakia","2104"
"China","Slovakia","1038"
"Japan","Slovakia","135"
"Mongolia","Slovakia","64"
"Republic of Korea","Slovakia","527"
"Kazakhstan","Slovakia","242"
"Kyrgyzstan","Slovakia","24"
"Uzbekistan","Slovakia","46"
"Albania","Slovakia","93"
"Bosnia and Herzegovina","Slovakia","393"
"Croatia","Slovakia","805"
"Greece","Slovakia","400"
"Italy","Slovakia","2686"
"Malta","Slovakia","22"
"Montenegro","Slovakia","39"
"Portugal","Slovakia","159"
"Serbia","Slovakia","1874"
"Slovenia","Slovakia","310"
"Spain","Slovakia","820"
"The former Yugoslav Republic of Macedonia","Slovakia","722"
"Austria","Slovakia","3154"
"Belgium","Slovakia","807"
"France","Slovakia","2973"
"Germany","Slovakia","4671"
"Luxembourg","Slovakia","50"
"Netherlands","Slovakia","549"
"Switzerland","Slovakia","621"
"Belarus","Slovakia","215"
"Bulgaria","Slovakia","2190"
"Czech Republic","Slovakia","89304"
"Hungary","Slovakia","17537"
"Poland","Slovakia","6739"
"Republic of Moldova","Slovakia","112"
"Romania","Slovakia","8152"
"Russian Federation","Slovakia","2771"
"Ukraine","Slovakia","10001"
"Denmark","Slovakia","242"
"Estonia","Slovakia","52"
"Finland","Slovakia","151"
"Iceland","Slovakia","47"
"Ireland","Slovakia","808"
"Latvia","Slovakia","135"
"Lithuania","Slovakia","134"
"Norway","Slovakia","683"
"Sweden","Slovakia","256"
"United Kingdom of Great Britain and Northern Ireland","Slovakia","4890"
"Algeria","Slovakia","102"
"Egypt","Slovakia","181"
"Libya","Slovakia","55"
"Morocco","Slovakia","52"
"Tunisia","Slovakia","144"
"Angola","Slovakia","25"
"Chad","Slovakia","141"
"Congo","Slovakia","22"
"Ghana","Slovakia","20"
"Nigeria","Slovakia","106"
"South Africa","Slovakia","108"
"Ethiopia","Slovakia","31"
"Kenya","Slovakia","25"
"Australia","Slovakia","270"
"New Zealand","Slovakia","35"
"Cuba","Slovakia","138"
"Argentina","Slovakia","83"
"Brazil","Slovakia","103"
"Chile","Slovakia","28"
"Colombia","Slovakia","54"
"Ecuador","Slovakia","35"
"Peru","Slovakia","55"
"Mexico","Slovakia","82"
"Canada","Slovakia","440"
"United States of America","Slovakia","2137"
"Afghanistan","Ukraine","2112"
"India","Ukraine","3816"
"Iran (Islamic Republic of)","Ukraine","2136"
"Armenia","Ukraine","47307"
"Azerbaijan","Ukraine","82299"
"Georgia","Ukraine","64399"
"Israel","Ukraine","3752"
"Jordan","Ukraine","3714"
"Lebanon","Ukraine","1764"
"State of Palestine","Ukraine","1513"
"Syrian Arab Republic","Ukraine","3720"
"Turkey","Ukraine","1355"
"Viet Nam","Ukraine","12390"
"China","Ukraine","6560"
"Kazakhstan","Ukraine","222245"
"Kyrgyzstan","Ukraine","26729"
"Tajikistan","Ukraine","29367"
"Turkmenistan","Ukraine","22602"
"Uzbekistan","Ukraine","219814"
"Germany","Ukraine","1083"
"Belarus","Ukraine","245534"
"Bulgaria","Ukraine","1732"
"Poland","Ukraine","3078"
"Republic of Moldova","Ukraine","149745"
"Russian Federation","Ukraine","3276758"
"Estonia","Ukraine","10222"
"Latvia","Ukraine","19497"
"Lithuania","Ukraine","24418"
"Morocco","Ukraine","1737"
"United States of America","Ukraine","2738"
"Portugal","Channel Islands","13856"
"France","Channel Islands","1980"
"Ireland","Channel Islands","3958"
"United Kingdom of Great Britain and Northern Ireland","Channel Islands","59380"
"Afghanistan","Denmark","12260"
"Bangladesh","Denmark","1086"
"Bhutan","Denmark","614"
"India","Denmark","9607"
"Iran (Islamic Republic of)","Denmark","14114"
"Maldives","Denmark","9"
"Nepal","Denmark","2049"
"Pakistan","Denmark","13044"
"Sri Lanka","Denmark","8258"
"Armenia","Denmark","685"
"Azerbaijan","Denmark","309"
"Bahrain","Denmark","92"
"Cyprus","Denmark","184"
"Georgia","Denmark","221"
"Iraq","Denmark","22594"
"Israel","Denmark","1709"
"Jordan","Denmark","1216"
"Kuwait","Denmark","1410"
"Lebanon","Denmark","13061"
"Oman","Denmark","28"
"Qatar","Denmark","90"
"Saudi Arabia","Denmark","266"
"Syrian Arab Republic","Denmark","4322"
"Turkey","Denmark","34379"
"United Arab Emirates","Denmark","372"
"Yemen","Denmark","167"
"Brunei Darussalam","Denmark","7"
"Cambodia","Denmark","238"
"Indonesia","Denmark","1154"
"Lao People's Democratic Republic","Denmark","63"
"Malaysia","Denmark","857"
"Myanmar","Denmark","1796"
"Philippines","Denmark","10882"
"Singapore","Denmark","777"
"Thailand","Denmark","12384"
"Viet Nam","Denmark","10418"
"China","Denmark","11662"
"China, Hong Kong Special Administrative Region","Denmark","527"
"Democratic People's Republic of Korea","Denmark","387"
"Japan","Denmark","1922"
"Mongolia","Denmark","61"
"Republic of Korea","Denmark","9176"
"Kazakhstan","Denmark","211"
"Kyrgyzstan","Denmark","49"
"Tajikistan","Denmark","27"
"Turkmenistan","Denmark","16"
"Uzbekistan","Denmark","280"
"Albania","Denmark","321"
"Andorra","Denmark","1"
"Bosnia and Herzegovina","Denmark","18735"
"Croatia","Denmark","818"
"Greece","Denmark","2155"
"Italy","Denmark","6370"
"Malta","Denmark","101"
"Montenegro","Denmark","158"
"Portugal","Denmark","1560"
"San Marino","Denmark","2"
"Serbia","Denmark","1752"
"Slovenia","Denmark","338"
"Spain","Denmark","5893"
"The former Yugoslav Republic of Macedonia","Denmark","2990"
"Austria","Denmark","1912"
"Belgium","Denmark","2052"
"France","Denmark","7116"
"Germany","Denmark","36937"
"Liechtenstein","Denmark","21"
"Luxembourg","Denmark","503"
"Monaco","Denmark","17"
"Netherlands","Denmark","7146"
"Switzerland","Denmark","2689"
"Belarus","Denmark","711"
"Bulgaria","Denmark","5611"
"Czech Republic","Denmark","1155"
"Hungary","Denmark","3970"
"Poland","Denmark","32426"
"Republic of Moldova","Denmark","426"
"Romania","Denmark","13999"
"Russian Federation","Denmark","5764"
"Slovakia","Denmark","1348"
"Ukraine","Denmark","6870"
"Estonia","Denmark","1501"
"Faeroe Islands","Denmark","12324"
"Finland","Denmark","3822"
"Iceland","Denmark","8429"
"Ireland","Denmark","1642"
"Latvia","Denmark","4442"
"Lithuania","Denmark","8911"
"Norway","Denmark","20324"
"Sweden","Denmark","22609"
"United Kingdom of Great Britain and Northern Ireland","Denmark","18556"
"Algeria","Denmark","955"
"Egypt","Denmark","1706"
"Libya","Denmark","246"
"Morocco","Denmark","5632"
"Sudan","Denmark","713"
"Tunisia","Denmark","926"
"Angola","Denmark","159"
"Cameroon","Denmark","712"
"Central African Republic","Denmark","10"
"Chad","Denmark","16"
"Congo","Denmark","756"
"Democratic Republic of the Congo","Denmark","991"
"Gabon","Denmark","6"
"Benin","Denmark","48"
"Burkina Faso","Denmark","101"
"Cabo Verde","Denmark","28"
"Côte d'Ivoire","Denmark","447"
"Gambia","Denmark","650"
"Ghana","Denmark","1896"
"Guinea","Denmark","115"
"Guinea-Bissau","Denmark","61"
"Liberia","Denmark","174"
"Mali","Denmark","52"
"Mauritania","Denmark","27"
"Niger","Denmark","16"
"Nigeria","Denmark","1408"
"Senegal","Denmark","156"
"Sierra Leone","Denmark","353"
"Togo","Denmark","148"
"Botswana","Denmark","67"
"Lesotho","Denmark","49"
"Namibia","Denmark","64"
"South Africa","Denmark","1875"
"Swaziland","Denmark","49"
"Burundi","Denmark","554"
"Comoros","Denmark","13"
"Djibouti","Denmark","21"
"Eritrea","Denmark","328"
"Ethiopia","Denmark","2136"
"Kenya","Denmark","1603"
"Madagascar","Denmark","60"
"Malawi","Denmark","89"
"Mauritius","Denmark","146"
"Mozambique","Denmark","209"
"Rwanda","Denmark","394"
"Seychelles","Denmark","19"
"Somalia","Denmark","10681"
"Uganda","Denmark","1483"
"United Republic of Tanzania","Denmark","1066"
"Zambia","Denmark","608"
"Zimbabwe","Denmark","426"
"Samoa","Denmark","19"
"Tonga","Denmark","17"
"Australia","Denmark","3018"
"New Zealand","Denmark","835"
"Fiji","Denmark","22"
"Papua New Guinea","Denmark","9"
"Solomon Islands","Denmark","2"
"Vanuatu","Denmark","3"
"Kiribati","Denmark","1"
"Antigua and Barbuda","Denmark","3"
"Aruba","Denmark","6"
"Bahamas","Denmark","18"
"Barbados","Denmark","34"
"Cuba","Denmark","484"
"Dominica","Denmark","15"
"Dominican Republic","Denmark","164"
"Grenada","Denmark","10"
"Haiti","Denmark","158"
"Jamaica","Denmark","174"
"Saint Lucia","Denmark","9"
"Saint Vincent and the Grenadines","Denmark","6"
"Trinidad and Tobago","Denmark","167"
"Argentina","Denmark","1224"
"Bolivia (Plurinational State of)","Denmark","463"
"Brazil","Denmark","3334"
"Chile","Denmark","1612"
"Colombia","Denmark","3270"
"Ecuador","Denmark","596"
"Guyana","Denmark","102"
"Paraguay","Denmark","72"
"Peru","Denmark","1106"
"Suriname","Denmark","30"
"Uruguay","Denmark","240"
"Venezuela (Bolivarian Republic of)","Denmark","706"
"Belize","Denmark","7"
"Costa Rica","Denmark","174"
"El Salvador","Denmark","85"
"Guatemala","Denmark","241"
"Honduras","Denmark","130"
"Mexico","Denmark","1157"
"Nicaragua","Denmark","192"
"Panama","Denmark","83"
"Canada","Denmark","3803"
"Greenland","Denmark","16437"
"United States of America","Denmark","12367"
"Afghanistan","Estonia","12"
"Bangladesh","Estonia","11"
"India","Estonia","103"
"Iran (Islamic Republic of)","Estonia","26"
"Nepal","Estonia","19"
"Pakistan","Estonia","30"
"Sri Lanka","Estonia","8"
"Armenia","Estonia","641"
"Azerbaijan","Estonia","1486"
"Bahrain","Estonia","1"
"Cyprus","Estonia","12"
"Georgia","Estonia","1485"
"Iraq","Estonia","9"
"Israel","Estonia","46"
"Jordan","Estonia","4"
